feature,spearman,abs_spearman,p,coverage,q,significant
f_domain_hint=legal,0.14280515087804507,0.14280515087804507,0.016794985816510385,1.0,0.8390324685332434,False
f_question_type=what,-0.13615109672848036,0.13615109672848036,0.022686524429702957,1.0,0.8390324685332434,False
f_min_word_zipf,-0.13612058999210394,0.13612058999210394,0.022717201684512127,1.0,0.8390324685332434,False
f_max_word_len,0.13245321484169603,0.13245321484169603,0.02667611415484677,1.0,0.8390324685332434,False
f_is_definition_ask,-0.12131784857084976,0.12131784857084976,0.0425140564375964,1.0,0.8390324685332434,False
f_aggregation_flag,0.11881774018096977,0.11881774018096977,0.04699461553101464,1.0,0.8390324685332434,False
f_whitespace_ratio,-0.11218274915279906,0.11218274915279906,0.06083390372085336,1.0,0.8390324685332434,False
f_is_ambiguous,0.11215175225208751,0.11215175225208751,0.060905693814433094,1.0,0.8390324685332434,False
f_rare_word_count,0.11168522405970258,0.11168522405970258,0.06199464953448174,1.0,0.8390324685332434,False
f_stem_word_count,0.10801939665806784,0.10801939665806784,0.07112032689919606,1.0,0.8390324685332434,False
f_is_long_scenario,0.10470774742948176,0.10470774742948176,0.08027914611652982,1.0,0.8390324685332434,False
f_difficult_word_count,0.10413804141359431,0.10413804141359431,0.08194686548502675,1.0,0.8390324685332434,False
f_question_category=Math,-0.10338574317721107,0.10338574317721107,0.08419179272758816,1.0,0.8390324685332434,False
f_has_escape_option,0.09971046462044462,0.09971046462044462,0.09588015153052216,1.0,0.8390324685332434,False
f_is_best_answer_judgment,0.09733179025000767,0.09733179025000767,0.10410982146582268,1.0,0.8390324685332434,False
f_is_except_ask,0.09571463184734572,0.09571463184734572,0.11001661294101041,1.0,0.8390324685332434,False
f_has_file_path,0.0948848666320668,0.0948848666320668,0.11314798613606177,1.0,0.8390324685332434,False
f_coleman_liau_index,0.09330484680715878,0.09330484680715878,0.11930337513897084,1.0,0.8390324685332434,False
f_is_comparison,0.090058349486853,0.090058349486853,0.13276704005547618,1.0,0.8390324685332434,False
f_causal_flag,0.08928712973422723,0.08928712973422723,0.13613118936573873,1.0,0.8390324685332434,False
f_content_word_count,0.0877678728059473,0.0877678728059473,0.1429493504022001,1.0,0.8390324685332434,False
f_difficult_word_ratio,0.0868502981090053,0.0868502981090053,0.1471917222434909,1.0,0.8390324685332434,False
f_core_question_ratio,0.0852328547939562,0.0852328547939562,0.15490206567910178,1.0,0.8390324685332434,False
f_temporal_type=range,0.08385303180389038,0.08385303180389038,0.16171755888656777,1.0,0.8390324685332434,False
f_domain_hint=science,-0.08277920441196324,0.08277920441196324,0.16717556600842753,1.0,0.8390324685332434,False
f_oov_like_count,0.08130246116963173,0.08130246116963173,0.17490475849822645,1.0,0.8390324685332434,False
f_year_count,0.07962091359138558,0.07962091359138558,0.18402532677637526,1.0,0.8390324685332434,False
f_question_category=Comparison,0.07947961806896706,0.07947961806896706,0.1848073629385329,1.0,0.8390324685332434,False
f_max_bpe_fertility,0.07897471374641915,0.07897471374641915,0.18762187095666658,1.0,0.8390324685332434,False
f_root_type_token_ratio,0.07867339075762537,0.07867339075762537,0.18931647218975534,1.0,0.8390324685332434,False
f_word_entropy,0.07701093670692728,0.07701093670692728,0.19886794121780355,1.0,0.8390324685332434,False
f_question_category=Fact Retrieval,0.07595102288523266,0.07595102288523266,0.20513769108916796,1.0,0.8390324685332434,False
f_mean_word_zipf,-0.07264344239145257,0.07264344239145257,0.22561918205577802,1.0,0.8390324685332434,False
f_is_wh_question,-0.07151774944214664,0.07151774944214664,0.2329103332837165,1.0,0.8390324685332434,False
f_question_type=other,0.07151774944214664,0.07151774944214664,0.2329103332837165,1.0,0.8390324685332434,False
f_is_multi_part,-0.0689609065784558,0.0689609065784558,0.25008445187320816,1.0,0.8390324685332434,False
f_question_length_chars,0.06882463242172102,0.06882463242172102,0.2510238618086754,1.0,0.8390324685332434,False
f_domain_hint=finance,-0.06874607509378772,0.06874607509378772,0.2515665106515477,1.0,0.8390324685332434,False
f_non_ascii_ratio,-0.06828559813373591,0.06828559813373591,0.25476370249170505,1.0,0.8390324685332434,False
f_is_yes_no_question,0.06792886584639996,0.06792886584639996,0.25725981691440575,1.0,0.8390324685332434,False
f_entity_work_count,0.06727727652493862,0.06727727652493862,0.2618625516907419,1.0,0.8390324685332434,False
f_avg_chars_per_word,0.06610536730251289,0.06610536730251289,0.27028248239877606,1.0,0.8390324685332434,False
f_rare_word_ratio,0.06496866535526648,0.06496866535526648,0.27862406742979146,1.0,0.8390324685332434,False
f_entity_org_count,0.06446499525484145,0.06446499525484145,0.28237532757799383,1.0,0.8390324685332434,False
f_proper_noun_token_count,0.06246389568994902,0.06246389568994902,0.2976145390553723,1.0,0.8390324685332434,False
f_is_imperative,0.06228583962054821,0.06228583962054821,0.29899650885823864,1.0,0.8390324685332434,False
f_mtld,-0.06147636554995704,0.06147636554995704,0.305332815519814,1.0,0.8390324685332434,False
